id,client_id,card_brand,card_type,card_number,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,expires_date
1140,1314,Mastercard,Debit,5283924863850626,447,NO,2,$14664,02/2008,2010,No,2028-01-01
3162,1314,Mastercard,Debit,5946312773938308,291,YES,1,$12605,05/2015,2015,No,2031-10-01
5455,1560,Mastercard,Credit,5544000819929578,107,YES,2,$500,11/2006,2025,No,2030-11-01
2767,1560,Mastercard,Debit,5489055781970216,833,YES,1,$15492,04/2017,2017,No,2028-12-01
2528,1560,Mastercard,Credit,5228090830138310,545,YES,2,$12800,04/2007,2010,No,2029-04-01
1507,1560,Mastercard,Credit,5308155941746073,627,YES,2,$3300,02/2020,2020,No,2030-10-01
5769,1560,Discover,Credit,6426640903869188,662,YES,1,$15500,12/2001,2022,No,2029-12-01
2635,613,Mastercard,Debit,5946607095736678,861,YES,2,$18764,04/2010,2014,No,2033-05-01
1191,613,Visa,Debit,4102523265404423,669,YES,1,$28320,02/2009,2024,No,2035-08-01
2176,346,Mastercard,Debit,5594299457198901,782,YES,2,$2883,03/2008,2015,No,2031-04-01
2440,346,Mastercard,Debit,5100015130200657,189,YES,2,$28886,04/2003,2025,No,2032-03-01
3379,346,Mastercard,Debit (Prepaid),5511433440463506,463,NO,2,$86,06/2008,2010,No,2029-05-01
5927,346,Mastercard,Credit,5117389461118602,711,NO,1,$11800,12/2008,2022,No,2033-09-01
4115,346,Mastercard,Credit,5279878979919017,249,YES,2,$18900,08/2003,2007,No,2030-03-01
2778,346,Mastercard,Debit,5447315840545678,843,YES,1,$37318,04/2018,2018,No,2034-04-01
5256,812,Discover,Credit,6107025095995916,870,YES,1,$2400,10/2012,2026,No,2035-04-01
4862,13,Visa,Credit,4846797588329543,143,NO,2,$3500,09/2013,2013,No,2031-03-01
2109,13,Mastercard,Credit,5506489220180458,413,YES,1,$10400,03/2006,2015,No,2034-06-01
2941,13,Visa,Debit,4066959047815431,283,YES,1,$10629,05/2007,2022,No,2033-03-01
4270,13,Visa,Debit (Prepaid),4191204010061938,495,YES,2,$64,08/2008,2026,No,2032-05-01
4165,602,Visa,Debit,4789489264488970,994,YES,1,$13361,08/2005,2010,No,2032-06-01
6084,602,Mastercard,Debit,5931695374662431,894,YES,1,$24739,12/2013,2013,No,2031-04-01
5979,602,Visa,Debit,4355941830927575,502,YES,2,$12978,12/2009,2024,No,2029-08-01
3982,602,Visa,Credit,4509798381757686,529,YES,1,$9500,07/2011,2016,No,2028-06-01
2420,657,Visa,Debit,4368582518967057,578,YES,1,$16725,04/2001,2022,No,2030-03-01
4662,657,Mastercard,Debit,5220530694931902,201,YES,1,$24186,09/2008,2022,No,2034-03-01
3719,909,Visa,Debit,4275115874708969,740,YES,2,$32075,07/2026,2010,No,2028-09-01
4663,909,Mastercard,Debit,5275728896235468,479,YES,2,$3934,09/2008,2015,No,2029-06-01
5232,909,Mastercard,Debit,5829712075231650,538,YES,1,$5204,10/2011,2013,No,2029-08-01
2583,909,Visa,Debit,4276711504175400,793,YES,2,$11239,04/2008,2010,No,2032-04-01
1508,183,Mastercard,Credit,5445140227910187,611,YES,1,$11200,02/2020,2020,No,2032-07-01
1797,183,Visa,Debit,4215026986628626,544,YES,2,$10430,02/2020,2020,No,2032-08-01
1798,183,Visa,Credit,4194820728333907,521,YES,1,$9400,02/2020,2020,No,2030-12-01
1440,1792,Discover,Credit,6347540441639617,277,YES,2,$4300,02/2020,2020,No,2034-04-01
5744,1599,Visa,Credit,4215168783347299,152,YES,2,$7500,11/2019,2019,No,2032-04-01
4299,1267,Visa,Debit (Prepaid),4368130002871913,624,YES,1,$50,08/2009,2024,No,2032-09-01
3926,1267,Mastercard,Debit,5781287562576118,834,YES,2,$23152,07/2010,2010,No,2032-04-01
3802,1267,Mastercard,Debit,5835780437577400,844,YES,2,$11108,07/2007,2015,No,2034-08-01
1509,411,Mastercard,Debit,5350446523909333,611,YES,1,$37192,02/2020,2020,No,2033-08-01
4832,411,Mastercard,Debit (Prepaid),5533776724641365,834,YES,2,$59,09/2012,2026,No,2031-12-01
5021,350,Mastercard,Debit,5428371634860438,574,YES,2,$24413,10/2005,2015,No,2032-10-01
3709,350,Mastercard,Debit,5506289501829438,366,YES,1,$27491,07/2026,2014,No,2028-09-01
2865,350,Visa,Credit,4482149609303331,969,YES,2,$12100,05/2026,2010,No,2033-11-01
3623,350,Visa,Debit,4879859310850635,878,YES,2,$19256,06/2017,2017,No,2034-04-01
3993,1323,Mastercard,Debit,5376527370326171,565,YES,1,$19267,07/2012,2026,No,2033-04-01
2980,1323,Visa,Debit,4007252024868251,524,YES,1,$14074,05/2008,2024,No,2028-02-01
1799,934,Visa,Credit,4159426139130545,640,YES,2,$0,02/2020,2020,No,2029-05-01
1800,934,Visa,Credit,4920574801884077,378,NO,1,$12300,02/2020,2020,No,2029-09-01
4389,421,Mastercard,Debit,5803489621102604,503,YES,1,$33070,08/2012,2026,No,2031-04-01
6101,421,Mastercard,Debit,5865665247394120,626,YES,2,$16094,12/2014,2014,No,2033-06-01
5560,421,Mastercard,Debit,5218949137846823,497,YES,2,$19651,11/2009,2024,No,2031-11-01
1510,421,Mastercard,Debit,5331334705575605,453,YES,1,$23875,02/2020,2020,No,2031-06-01
2177,421,Mastercard,Credit,5973458794875603,685,YES,1,$10600,03/2008,2016,No,2034-07-01
4153,421,Mastercard,Debit,5132479425505377,625,YES,2,$26774,08/2005,2015,No,2032-10-01
5075,421,Mastercard,Debit,5305360695397672,307,NO,2,$7842,10/2007,2014,No,2030-11-01
4080,223,Visa,Debit (Prepaid),4502772598432893,928,YES,1,$55,07/2019,2019,No,2031-09-01
2636,223,Mastercard,Debit,5287664021778796,973,YES,2,$16647,04/2010,2026,No,2031-11-01
2299,1402,Mastercard,Debit,5690418496059242,216,YES,1,$35299,03/2012,2026,No,2028-02-01
1801,1650,Visa,Credit,4794716774405771,468,NO,2,$15300,02/2020,2020,No,2029-03-01
3657,354,Visa,Debit,4628936693780104,450,YES,1,$23798,07/2000,2007,No,2035-09-01
1168,354,Mastercard,Debit,5226253469892723,896,YES,1,$20859,02/2009,2024,No,2032-11-01
2924,354,Discover,Credit,6846703172802187,994,YES,1,$9200,05/2007,2014,No,2035-09-01
4518,354,Mastercard,Debit,5645109053545738,508,YES,1,$35681,09/2002,2014,No,2034-05-01
3168,354,Visa,Debit,4298702562718334,595,YES,1,$15206,05/2015,2015,No,2029-10-01
4907,314,Mastercard,Credit,5408809633056349,504,YES,2,$19800,09/2017,2017,No,2035-06-01
1511,1457,Mastercard,Credit,5017560063090859,331,NO,2,$5400,02/2020,2020,No,2028-01-01
1513,1457,Mastercard,Credit,5159912190298033,479,YES,1,$12200,02/2020,2020,No,2030-10-01
5519,1613,Mastercard,Credit,5720952964572786,145,YES,1,$12500,11/2008,2010,No,2032-05-01
4549,1613,Mastercard,Debit,5431233824162772,976,YES,1,$5796,09/2026,2025,No,2034-11-01
4538,1613,Visa,Debit (Prepaid),4590514334794623,270,YES,2,$109,09/2003,2024,No,2032-04-01
1802,1613,Visa,Debit,4489235577455870,557,YES,2,$15747,02/2020,2020,No,2034-06-01
3983,586,Visa,Credit,4095430974536550,614,YES,2,$20300,07/2011,2025,No,2032-05-01
1514,586,Mastercard,Debit (Prepaid),5447113003265844,762,YES,1,$75,02/2020,2020,No,2034-11-01
1515,586,Mastercard,Debit,5161769445279594,746,NO,1,$15163,02/2020,2020,No,2031-07-01
3124,586,Visa,Debit,4957920148379718,577,YES,1,$30952,05/2012,2026,No,2034-08-01
5928,119,Mastercard,Debit,5736601123142270,145,YES,2,$13177,12/2008,2014,No,2034-02-01
5980,119,Visa,Credit,4282551690422601,688,YES,1,$2500,12/2009,2024,No,2035-08-01
3014,1312,Visa,Debit,4834799974606459,389,YES,1,$10599,05/2009,2010,No,2031-02-01
1156,1529,Visa,Debit,4294047917295712,325,YES,2,$38171,02/2008,2025,No,2032-07-01
4985,1529,Mastercard,Debit,5214969175447515,439,YES,1,$31362,10/2003,2010,No,2030-06-01
1803,326,Visa,Debit,4356308555060329,452,YES,2,$15569,02/2020,2020,No,2029-12-01
2326,1596,Mastercard,Debit,5589671096121830,536,YES,1,$16398,03/2014,2014,No,2029-08-01
2637,1596,Mastercard,Debit (Prepaid),5871381416815409,254,YES,1,$59,04/2010,2010,No,2029-02-01
2958,714,Mastercard,Debit (Prepaid),5082951387967574,776,YES,1,$42,05/2008,2014,No,2035-07-01
2616,714,Visa,Debit (Prepaid),4636082679216722,931,YES,2,$119,04/2009,2024,No,2035-10-01
3720,887,Visa,Debit,4764601855343044,823,YES,2,$24250,07/2026,2010,No,2031-05-01
4875,887,Visa,Credit,4779198537003941,322,YES,2,$6500,09/2014,2014,No,2031-12-01
5997,887,Mastercard,Credit,5925601743609258,209,YES,1,$13900,12/2010,2010,No,2028-10-01
4006,1425,Mastercard,Debit (Prepaid),5686159789271662,950,YES,2,$100,07/2013,2013,No,2029-04-01
1141,1425,Mastercard,Credit,5264643141041082,743,YES,1,$8000,02/2008,2010,No,2029-01-01
2600,1425,Mastercard,Debit (Prepaid),5241188157660835,876,YES,2,$49,04/2009,2024,No,2035-08-01
2851,1425,Discover,Credit,6774837644015385,620,YES,2,$2900,05/2026,2025,No,2029-11-01
1015,1425,Mastercard,Debit (Prepaid),5119018228047326,793,YES,2,$37,02/2003,2016,No,2035-10-01
5929,1425,Mastercard,Debit,5751745002272729,323,NO,2,$13606,12/2008,2016,No,2032-03-01
5386,1425,Mastercard,Debit,5807898028441894,591,YES,2,$13347,11/2003,2007,No,2034-10-01
1047,1645,Mastercard,Debit (Prepaid),5888115186452355,444,NO,1,$54,02/2005,2007,No,2029-07-01
5878,1645,Mastercard,Debit,5115977842680830,328,NO,2,$23402,12/2007,2025,No,2029-05-01
2213,1863,Mastercard,Debit,5129325410635439,128,YES,2,$1298,03/2009,2026,No,2030-11-01
5855,1576,Mastercard,Debit (Prepaid),5253525523982495,565,YES,1,$101,12/2006,2010,No,2031-02-01
5821,1576,Visa,Debit (Prepaid),4585785809501379,821,YES,1,$70,12/2026,2007,No,2032-12-01
5169,1576,Visa,Debit,4881313929814344,863,YES,2,$21107,10/2009,2024,No,2029-09-01
5248,1576,Visa,Debit,4736934707075232,978,YES,1,$15807,10/2011,2025,No,2030-01-01
2441,1576,Mastercard,Debit,5753824282810836,985,YES,2,$15839,04/2003,2010,No,2028-12-01
2658,1268,Visa,Credit,4636984888214448,380,YES,2,$5900,04/2010,2010,No,2029-04-01
5520,1268,Mastercard,Debit,5437744884030865,753,YES,1,$13537,11/2008,2024,No,2029-03-01
1804,1268,Visa,Debit,4674089067309589,713,YES,1,$10609,02/2020,2020,No,2030-01-01
3820,1565,Visa,Credit,4691166269279948,911,YES,2,$2000,07/2007,2007,No,2034-12-01
3743,1842,Visa,Debit,4090165219603664,593,YES,2,$4817,07/2005,2014,No,2035-02-01
5426,1842,Mastercard,Credit,5693202604748580,166,YES,2,$1300,11/2005,2025,No,2031-12-01
1516,664,Mastercard,Debit,5283468482627174,465,YES,1,$1684,02/2020,2020,No,2032-09-01
1805,664,Visa,Credit,4411219685754975,926,YES,2,$2000,02/2020,2020,No,2033-12-01
4154,485,Mastercard,Credit,5980816578498370,655,YES,1,$13200,08/2005,2024,No,2029-07-01
1517,485,Mastercard,Debit,5832889444154326,820,YES,2,$11641,02/2020,2020,No,2031-11-01
1082,244,Mastercard,Credit,5304372689056153,871,NO,2,$7100,02/2006,2025,No,2030-02-01
5521,145,Mastercard,Credit,5973231209388276,257,YES,1,$6000,11/2008,2013,No,2028-12-01
3575,145,Mastercard,Credit,5703815520417524,263,YES,2,$2000,06/2014,2014,No,2030-06-01
4058,145,Visa,Debit,4446819957867131,232,YES,2,$15240,07/2017,2017,No,2031-10-01
2110,866,Mastercard,Debit,5036617487964943,765,YES,2,$7272,03/2006,2016,No,2035-07-01
1806,866,Visa,Debit,4403825163350985,451,YES,2,$9542,02/2020,2020,No,2031-06-01
4876,1424,Visa,Debit (Prepaid),4035809761172506,400,YES,1,$84,09/2014,2014,No,2032-01-01
3046,1424,Mastercard,Credit,5474945486540306,533,YES,2,$8300,05/2010,2015,No,2035-11-01
5625,427,Visa,Debit,4360960084502821,641,YES,1,$11739,11/2010,2025,No,2031-04-01
4819,427,Visa,Debit,4123364464470592,574,YES,1,$11093,09/2011,2025,No,2034-06-01
3088,684,Discover,Credit,6219867119924889,425,YES,2,$8800,05/2011,2025,No,2028-04-01
2768,684,Mastercard,Debit,5762936498559213,657,YES,1,$13946,04/2017,2017,No,2030-09-01
6022,684,Visa,Debit,4941352079368761,963,NO,2,$25529,12/2010,2010,No,2033-11-01
4474,684,Visa,Debit (Prepaid),4537642289527032,450,YES,1,$61,08/2018,2018,No,2035-01-01
4908,684,Mastercard,Debit,5726295152230615,912,YES,2,$17536,09/2017,2017,No,2028-09-01
1337,1300,Mastercard,Debit,5280939323100579,909,YES,1,$10691,02/2014,2014,No,2029-03-01
2601,1300,Mastercard,Debit (Prepaid),5666642339206521,996,YES,1,$75,04/2009,2024,No,2030-11-01
1518,283,Mastercard,Credit,5529511387485539,568,YES,1,$6900,02/2020,2020,No,2030-07-01
1519,355,Mastercard,Debit,5676668792174428,869,YES,2,$2725,02/2020,2020,No,2030-04-01
1387,355,Discover,Credit,6525938932537502,511,YES,2,$19600,02/2019,2019,No,2029-02-01
4359,1669,Mastercard,Credit,5445286323617902,212,YES,2,$5000,08/2011,2025,No,2030-12-01
2456,1669,Discover,Credit,6350687054576802,840,YES,1,$10300,04/2026,2026,No,2029-04-01
4664,937,Mastercard,Debit,5569049232811437,598,YES,2,$9230,09/2008,2013,No,2030-11-01
2055,845,Mastercard,Debit,5032880040092416,626,YES,1,$11203,03/2026,2022,No,2030-12-01
4599,845,Mastercard,Debit,5634291050750009,759,YES,2,$12369,09/2006,2010,No,2028-10-01
5943,845,Visa,Credit,4776334530519583,925,YES,1,$7900,12/2008,2017,No,2029-07-01
2855,845,Mastercard,Debit,5982817665927233,390,YES,2,$20362,05/2026,2026,No,2035-01-01
1204,1518,Discover,Credit,6183952528759947,831,YES,2,$16800,02/2010,2015,No,2034-06-01
2584,1518,Visa,Credit,4444532245535178,623,YES,1,$9600,04/2008,2022,No,2031-08-01
2056,1591,Mastercard,Debit (Prepaid),5929148675838815,955,YES,1,$113,03/2026,2022,No,2034-12-01
2043,1591,Mastercard,Debit,5702444920277810,137,YES,1,$12358,03/2003,2003,No,2028-02-01
2847,1591,Visa,Credit,4654712521098398,269,YES,2,$9800,05/2003,2022,No,2035-03-01
3967,1591,Mastercard,Debit,5362951145456228,818,YES,2,$17332,07/2011,2026,No,2034-07-01
4290,1629,Mastercard,Debit,5366247073382596,515,YES,2,$18776,08/2009,2026,No,2029-06-01
5249,675,Visa,Credit,4786002952683429,965,YES,1,$9300,10/2011,2025,No,2030-01-01
4454,675,Discover,Credit,6210885893076470,895,YES,2,$8000,08/2016,2016,No,2031-01-01
4020,675,Mastercard,Debit,5965800518603810,609,NO,1,$11194,07/2014,2014,No,2032-01-01
5261,675,Visa,Debit,4331686299440629,525,YES,2,$12754,10/2012,2026,No,2035-08-01
5250,675,Visa,Credit,4765714337874836,983,YES,1,$9700,10/2011,2013,No,2034-05-01
3116,577,Mastercard,Debit,5591077047400631,615,YES,1,$17936,05/2012,2026,No,2028-06-01
4121,1261,Visa,Debit,4637531059933425,640,YES,1,$27091,08/2003,2018,No,2035-09-01
3515,1227,Mastercard,Debit (Prepaid),5072595305260459,519,YES,1,$67,06/2011,2025,No,2032-06-01
3545,1227,Mastercard,Credit,5923231174018252,392,YES,2,$13500,06/2012,2026,No,2034-08-01
5602,840,Mastercard,Debit,5023863713584517,457,YES,2,$10400,11/2010,2013,No,2033-10-01
2083,840,Mastercard,Debit,5664895156333060,500,YES,1,$43169,03/2005,2026,No,2029-10-01
2416,840,Mastercard,Debit,5820221852405545,380,YES,2,$48370,04/2001,2025,No,2033-08-01
3633,840,Visa,Credit,4115686759373550,996,YES,2,$17100,06/2018,2018,No,2031-01-01
4992,840,Visa,Debit (Prepaid),4876555170855808,661,YES,1,$65,10/2003,2024,No,2034-03-01
3091,733,Mastercard,Debit,5904146428140246,277,YES,2,$2656,05/2011,2015,No,2032-07-01
2529,733,Mastercard,Credit,5770203026188611,676,YES,2,$7800,04/2007,2025,No,2032-06-01
3707,733,Discover,Credit,6689214851949611,740,YES,1,$13400,07/2026,2021,No,2030-02-01
1048,733,Mastercard,Debit,5911600183016111,315,NO,1,$16726,02/2005,2020,No,2033-02-01
2098,454,Visa,Debit,4750958043493039,269,YES,1,$30162,03/2005,2010,No,2031-09-01
4767,454,Mastercard,Debit,5776356381459188,394,YES,1,$19970,09/2010,2010,No,2028-01-01
5735,454,Mastercard,Debit,5723126586825335,268,YES,1,$31199,11/2018,2018,No,2035-12-01
5456,454,Mastercard,Debit,5916860407845357,827,YES,2,$14983,11/2006,2010,No,2028-07-01
5287,454,Mastercard,Debit,5826782239602490,629,YES,2,$18491,10/2014,2014,No,2031-09-01
2201,961,Visa,Debit,4575519144263671,618,YES,2,$23094,03/2008,2025,No,2031-09-01
4584,961,Visa,Credit,4587193711138824,166,YES,1,$18300,09/2005,2021,No,2035-05-01
1389,961,Mastercard,Debit,5672981759485196,676,YES,1,$31907,02/2019,2019,No,2030-05-01
2202,961,Visa,Debit,4306238627611074,588,YES,2,$32761,03/2008,2022,No,2030-11-01
5910,78,Visa,Debit (Prepaid),4749352761473241,556,YES,2,$83,12/2007,2007,No,2029-02-01
1157,1334,Visa,Debit,4509551449788694,152,YES,1,$13821,02/2008,2024,No,2032-02-01
2866,1334,Visa,Credit,4723027876552516,423,YES,1,$14400,05/2026,2010,No,2032-04-01
3761,1334,Mastercard,Credit,5700626457783201,713,YES,1,$13300,07/2006,2007,No,2028-12-01
2585,108,Visa,Debit,4466627264365741,238,YES,1,$12783,04/2008,2010,No,2034-09-01
1299,108,Mastercard,Debit,5085144478543466,100,YES,2,$14321,02/2012,2026,No,2033-03-01
4070,108,Visa,Debit,4814031516576169,804,YES,2,$14488,07/2018,2018,No,2031-09-01
1375,1340,Visa,Debit,4249908788734063,892,YES,2,$36546,02/2017,2017,No,2029-10-01
3272,1340,Mastercard,Debit,5056109817639748,165,YES,1,$18462,06/2026,2007,No,2032-04-01
2178,1340,Mastercard,Debit (Prepaid),5260555273059328,729,YES,2,$36,03/2008,2018,No,2035-12-01
1016,1888,Mastercard,Debit,5552351757816493,588,YES,2,$30074,02/2003,2006,No,2029-01-01
1017,1888,Mastercard,Debit,5613352979417307,681,YES,1,$7589,02/2003,2025,No,2031-09-01
1169,1888,Mastercard,Debit,5210754741357773,402,NO,2,$27112,02/2009,2015,No,2032-11-01
2179,247,Mastercard,Credit,5765975770169362,740,YES,1,$16700,03/2008,2022,No,2034-07-01
4155,247,Mastercard,Debit,5711629583407537,577,YES,2,$16751,08/2005,2010,No,2035-05-01
5191,247,Mastercard,Debit,5047582065725201,601,YES,2,$12852,10/2010,2026,No,2029-04-01
2137,247,Discover,Credit,6973723422438311,526,NO,2,$10200,03/2007,2010,No,2028-10-01
2084,247,Mastercard,Debit,5584580666180389,331,YES,1,$21922,03/2005,2025,No,2028-05-01
3762,915,Mastercard,Debit,5927769013167971,774,YES,2,$9609,07/2006,2022,No,2035-10-01
5647,1927,Mastercard,Debit,5796139864739324,474,YES,2,$12194,11/2011,2025,No,2031-02-01
1170,1208,Mastercard,Debit,5084690936737005,476,YES,2,$8024,02/2009,2026,No,2033-12-01
2203,1208,Visa,Debit,4372448627686768,569,YES,2,$8902,03/2008,2022,No,2032-08-01
2449,1208,Visa,Debit,4183588454885685,323,NO,2,$8081,04/2003,2025,No,2029-06-01
2838,1382,Mastercard,Debit,5947766191531250,760,YES,2,$11415,05/2003,2013,No,2035-11-01
5262,1382,Visa,Credit,4371359117883353,931,YES,2,$1900,10/2012,2026,No,2034-07-01
1110,1382,Mastercard,Debit (Prepaid),5517746118509993,251,YES,1,$54,02/2007,2022,No,2032-11-01
1522,1932,Mastercard,Debit,5050180938587173,518,YES,1,$405,02/2020,2020,No,2034-10-01
5030,1217,Visa,Credit,4963325399756427,180,YES,2,$15500,10/2005,2010,No,2030-01-01
4086,1217,Visa,Debit,4540572558695839,540,YES,2,$3415,08/1996,2026,No,2028-05-01
1123,514,Visa,Credit,4662965490409087,240,YES,2,$8500,02/2007,2007,No,2033-02-01
2155,514,Visa,Debit,4170396856656251,831,YES,2,$11473,03/2007,2022,No,2033-03-01
5759,514,Mastercard,Debit,5568405807581710,187,YES,3,$23932,12/2025,2025,No,2030-01-01
4322,514,Mastercard,Debit,5304746158026153,249,YES,1,$9614,08/2010,2010,No,2032-05-01
5959,232,Mastercard,Debit,5761678069979338,725,YES,1,$58709,12/2009,2024,No,2033-07-01
2214,232,Mastercard,Debit (Prepaid),5828021478542645,350,YES,1,$98,03/2009,2024,No,2029-10-01
3125,232,Visa,Debit,4247339520232396,598,YES,1,$24401,05/2012,2026,No,2034-12-01
4174,445,Mastercard,Debit,5472231620359227,726,YES,1,$3628,08/2006,2013,No,2034-07-01
1807,1206,Visa,Debit,4182923459647403,603,YES,1,$47359,02/2020,2020,No,2034-06-01
4469,1276,Mastercard,Debit,5785225381364914,851,YES,1,$17688,08/2018,2018,No,2034-10-01
5076,1276,Mastercard,Credit,5056180854217534,183,YES,1,$15000,10/2007,2013,No,2035-12-01
5954,1276,Discover,Credit,6099048775831285,120,YES,1,$13700,12/2009,2010,No,2034-07-01
2009,1276,Mastercard,Credit,5730775331108605,910,YES,1,$19000,03/1998,2016,No,2032-04-01
3495,875,Visa,Credit,4016664416211109,840,YES,1,$7600,06/2010,2010,No,2029-08-01
2380,875,Mastercard,Debit,5835488238900107,203,NO,1,$13788,03/2019,2019,No,2032-01-01
2684,1546,Visa,Debit,4483206793672492,339,YES,2,$19015,04/2011,2025,No,2030-06-01
5504,1546,Visa,Credit,4952050120824102,167,YES,2,$6400,11/2007,2007,No,2031-02-01
6024,1546,Visa,Debit (Prepaid),4985729409791181,408,YES,2,$78,12/2010,2025,No,2028-06-01
1523,422,Mastercard,Debit,5764720476661124,350,NO,1,$12907,02/2020,2020,No,2030-09-01
1441,422,Discover,Credit,6905561508213690,902,YES,1,$7100,02/2020,2020,No,2031-04-01
4390,519,Mastercard,Debit (Prepaid),5483130582779116,139,YES,2,$65,08/2012,2026,No,2034-04-01
3173,519,Mastercard,Debit,5608799929769385,653,YES,2,$18526,05/2016,2016,No,2033-07-01
2867,1408,Visa,Debit,4751759256983279,978,YES,2,$6513,05/2026,2013,No,2030-04-01
5522,1408,Mastercard,Debit,5827922070073569,665,YES,1,$5044,11/2008,2022,No,2035-06-01
3821,1204,Visa,Debit,4964837149375457,692,NO,2,$25079,07/2007,2022,No,2028-02-01
2788,1204,Visa,Debit,4786456074959153,463,YES,1,$39578,04/2019,2019,No,2031-02-01
1524,276,Mastercard,Debit,5579968242146941,908,YES,1,$9628,02/2020,2020,No,2032-07-01
5211,1133,Visa,Debit,4332848097947146,247,YES,2,$12512,10/2010,2026,No,2029-10-01
2586,1133,Visa,Debit,4874200877830198,234,YES,2,$21442,04/2008,2015,No,2028-01-01
1808,1035,Visa,Debit (Prepaid),4477381812397470,256,YES,2,$60,02/2020,2020,No,2030-05-01
4688,710,Visa,Debit (Prepaid),4291584295091276,284,NO,2,$80,09/2008,2013,No,2028-02-01
3155,710,Visa,Credit,4977439177902709,725,YES,1,$1300,05/2014,2014,No,2034-02-01
5233,582,Mastercard,Debit,5000642222050149,949,YES,1,$19536,10/2011,2014,No,2033-06-01
2010,582,Mastercard,Debit,5706945213874118,808,YES,1,$9044,03/2025,2013,No,2030-02-01
3634,582,Visa,Credit,4880127142903322,582,NO,2,$12500,06/2018,2018,No,2028-01-01
5880,821,Mastercard,Debit,5709350938591097,841,YES,2,$2338,12/2007,2016,No,2028-01-01
2403,1352,Mastercard,Debit,5065991934613613,444,YES,2,$19756,04/2025,2013,No,2030-04-01
3286,831,Discover,Credit,6343000201050378,991,YES,1,$8300,06/2005,2013,No,2030-07-01
4156,831,Mastercard,Debit,5176991873510835,744,YES,2,$8571,08/2005,2015,No,2032-03-01
1525,936,Mastercard,Debit,5169330864187609,927,YES,1,$15127,02/2020,2020,No,2028-02-01
1809,936,Visa,Credit,4254671354232317,566,YES,2,$5400,02/2020,2020,No,2033-12-01
3312,578,Mastercard,Debit,5639231472661421,482,YES,1,$17167,06/2006,2007,No,2032-12-01
3343,1997,Mastercard,Debit,5145075395048643,818,YES,2,$17257,06/2007,2007,No,2033-04-01
2481,1997,Mastercard,Debit,5446247483875549,977,NO,2,$31829,04/2005,2020,No,2028-09-01
5106,1997,Mastercard,Debit,5138861544730253,695,YES,2,$3991,10/2008,2013,No,2029-02-01
5457,1997,Mastercard,Debit,5450840398353044,172,YES,2,$3991,11/2006,2013,No,2034-11-01
5808,1997,Mastercard,Debit,5957840395918291,232,YES,2,$34953,12/2026,2025,No,2032-04-01
1378,258,Mastercard,Debit,5200497031723077,790,YES,1,$21726,02/2018,2018,No,2035-08-01
3197,258,Visa,Debit,4410595521974956,468,YES,1,$15063,05/2017,2017,No,2034-11-01
2912,851,Visa,Debit,4977782671344118,467,NO,2,$6335,05/2006,2020,No,2029-02-01
4243,851,Mastercard,Debit (Prepaid),5953262218021154,328,YES,1,$43,08/2008,2013,No,2035-01-01
3613,851,Visa,Credit,4453479289853591,438,YES,2,$8100,06/2016,2016,No,2032-10-01
1241,851,Visa,Credit,4484651040009268,400,YES,2,$8900,02/2010,2010,No,2033-10-01
4157,1951,Mastercard,Debit,5131315390682577,260,YES,2,$19304,08/2005,2010,No,2028-01-01
3360,1951,Visa,Debit,4667539931017684,724,YES,2,$36548,06/2007,2015,No,2034-01-01
1142,1951,Mastercard,Debit,5494695767588585,105,YES,1,$10354,02/2008,2010,No,2029-07-01
3188,1951,Discover,Credit,6059981259285361,661,YES,1,$8000,05/2017,2017,No,2035-09-01
1526,1978,Mastercard,Debit,5293367010895796,489,YES,1,$15100,02/2020,2020,No,2030-09-01
4948,1897,Mastercard,Debit,5695371675609176,110,YES,1,$51302,10/2001,2010,No,2034-07-01
3690,1897,Mastercard,Debit (Prepaid),5727246621737801,184,YES,1,$80,07/2003,2010,No,2028-11-01
4337,972,Visa,Credit,4613780379002622,881,YES,1,$15800,08/2010,2026,No,2034-03-01
6052,972,Visa,Credit,4349828024185765,209,YES,1,$16800,12/2011,2025,No,2030-11-01
5689,972,Visa,Credit,4030101439693866,924,NO,2,$2600,11/2013,2013,No,2034-03-01
2482,1010,Mastercard,Debit,5598838646522278,590,YES,1,$4851,04/2005,2020,No,2030-07-01
3047,1243,Mastercard,Credit,5688444191664896,723,YES,1,$7300,05/2010,2025,No,2028-07-01
3884,1243,Mastercard,Debit,5787876223130828,137,YES,1,$18540,07/2009,2024,No,2031-03-01
1527,1243,Mastercard,Debit,5867870962214065,278,YES,1,$1744,02/2020,2020,No,2035-11-01
3885,1243,Mastercard,Debit (Prepaid),5233021736945266,561,YES,2,$33,07/2009,2013,No,2035-10-01
2327,1976,Mastercard,Debit,5905144281673763,324,YES,1,$17767,03/2014,2014,No,2029-06-01
4847,1976,Mastercard,Debit (Prepaid),5376202172646612,419,YES,1,$57,09/2013,2013,No,2032-03-01
4338,1976,Visa,Debit,4078070579143813,725,YES,1,$23011,08/2010,2010,No,2035-08-01
2784,91,Visa,Credit,4905977959597106,543,YES,1,$19100,04/2018,2018,No,2030-05-01
2790,1606,Mastercard,Debit,5285784915006143,790,YES,2,$7834,05/1996,2026,No,2035-01-01
2735,1201,Visa,Debit,4563146572171391,510,YES,2,$38317,04/2014,2014,No,2034-08-01
